Protein Name,String 1,String 2,String 3
VFG041036(gb|NP_251054) (PA2364) hypothetical protein [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251054,PA2364,VF0944
VFG041037(gb|NP_251055) (tssB) type VI secretion system contractile sheath small subunit [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251055,tssB,VF0944
VFG041038(gb|NP_251056) (tssC) type VI secretion system contractile sheath large subunit [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251056,tssC,VF0944
VFG041039(gb|NP_251057) (hcp/tssD) Hcp family type VI secretion system effector [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251057,hcp/tssD,VF0944
VFG041040(gb|NP_251058) (tssE) type VI secretion system baseplate subunit TssE [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251058,tssE,VF0944
VFG041041(gb|NP_251059) (tssF) type VI secretion system baseplate subunit TssF [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251059,tssF,VF0944
VFG041042(gb|NP_251060) (tssG) type VI secretion system baseplate subunit TssG [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251060,tssG,VF0944
VFG041043(gb|NP_251061) (tssH) type VI secretion system ATPase TssH [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251061,tssH,VF0944
VFG041045(gb|NP_251063) (tssI) type VI secretion system tip protein VgrG [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251063,tssI,VF0944
VFG041046(gb|NP_251392) (tse2) type VI secretion system effector Tse2 [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251392,tse2,VF1194
"VFG041047(gb|NP_252174) (tse3) type VI secretion system effector Tse3, glycoside hydrolase  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_252174,tse3,VF1194
VFG042140(gb|NP_252531) (spcS) chaperone for exoS [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_252531,spcS,VF0083
VFG042734(gb|NP_249343) (vfr) cAMP-regulatory protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_249343,vfr,VF0082
VFG042735(gb|NP_250513) (fimL) hypothetical protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_250513,fimL,VF0082
VFG042736(gb|NP_253152) (rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_253152,rpoN,VF0082
VFG042738(gb|NP_253646) (fimX) protein FimX [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_253646,fimX,VF0082
VFG042739(gb|NP_254019) (crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_254019,crc,VF0082
VFG043012(gb|NP_250147) (cheY) chemotaxis protein CheY [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250147,cheY,VF0273
VFG043013(gb|NP_250148) (cheZ) protein phosphatase CheZ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250148,cheZ,VF0273
VFG043014(gb|NP_250149) (PA1458) two-component sensor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250149,PA1458,VF0273
VFG043015(gb|NP_250150) (PA1459) chemotaxis-specific methylesterase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250150,PA1459,VF0273
VFG043016(gb|NP_250155) (PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_250155,PA1464,VF0273
VFG043017(gb|NP_252038) (PA3348) chemotaxis protein methyltransferase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_252038,PA3348,VF0273
VFG043018(gb|NP_252039) (PA3349) chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],gb|NP_252039,PA3349,VF0273
VFG043648(gb|NP_252312) (rpoS) RNA polymerase sigma factor RpoS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_252312,rpoS,VF0082
VFG044079(gb|NP_250944) (pvcA) paerucumarin biosynthesis protein PvcA [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250944,pvcA,VF0094
VFG044080(gb|NP_250945) (pvcB) paerucumarin biosynthesis protein PvcB [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250945,pvcB,VF0094
VFG044081(gb|NP_250946) (pvcC) paerucumarin biosynthesis protein PvcC [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250946,pvcC,VF0094
VFG044082(gb|NP_250947) (pvcD) paerucumarin biosynthesis protein PvcD [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250947,pvcD,VF0094
VFG044083(gb|NP_250948) (ptxR) transcriptional regulator PtxR [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_250948,ptxR,VF0094
VFG044084(gb|NP_251073) (PA2383) transcriptional regulator [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251073,PA2383,VF0094
VFG044085(gb|NP_251074) (PA2384) hypothetical protein [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251074,PA2384,VF0094
VFG044086(gb|NP_251077) (fpvI) RNA polymerase sigma factor [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251077,fpvI,VF0094
VFG044087(gb|NP_251078) (fpvR) protein FpvR [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251078,fpvR,VF0094
VFG044088(gb|NP_251102) (mbtH-like) MbtH-like protein from the pyoverdine cluster [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_251102,mbtH-like,VF0094
VFG044096(gb|NP_252908) (PA4218) transporter [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252908,PA4218,VF0095
VFG044097(gb|NP_252909) (PA4219) hypothetical protein [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252909,PA4219,VF0095
VFG044098(gb|NP_252910) (PA4220) hypothetical protein [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],gb|NP_252910,PA4220,VF0095
VFG049835(gb|WP_012076956) (exlA) hemolysin [Exolysin (VF0582) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PA7],gb|WP_012076956,exlA,VF0582
VFG049843(gb|WP_003155066) (exlB) hemolysin activator protein [Exolysin (VF0582) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PA7],gb|WP_003155066,exlB,VF0582
"VFG050294(gb|NP_248789) (tse7) type VI secretion exported 7, a DNase and PAAR protein [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]",gb|NP_248789,tse7,VF1194
VFG050295(gb|NP_250646) (fapA) periplasmic accessory protein FapA [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_250646,fapA,VF1191
VFG050296(gb|NP_250645) (fapB) minor amyloid subunit FapB [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_250645,fapB,VF1191
VFG050297(gb|NP_250644) (fapC) major amyloid subunit FapC [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_250644,fapC,VF1191
VFG050298(gb|NP_250643) (fapD) periplasmic accessory protein FapD [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_250643,fapD,VF1191
VFG050299(gb|NP_250642) (fapE) chaprone FapE [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_250642,fapE,VF1191
VFG050300(gb|NP_250641) (fapF) outer membrane secretin FapF [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],gb|NP_250641,fapF,VF1191
VFG051483(gb|NP_251464.1) (tse4) Toxin protein Tse4 [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251464.1,tse4,VF1194
VFG051484(gb|NP_251374.1) (tse5/rhsP1) Toxin protein Tse5  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_251374.1,tse5/rhsP1,VF1194
VFG051485(gb|NP_248783.1) (tse6) NAD(P)(+) glycohydrolase toxin Tse6 [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248783.1,tse6,P
VFG051487(gb|NP_248953.1) (vgrG2b) Type VI secretion system spike protein VgrG2b; metallopeptidase effector VgrG2b [HSI-2 T6SS secreted effectors (VF0915) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_248953.1,vgrG2b,VF0915
VFG051488(gb|NP_253776.1) (pldB/tle5b) phospholipase D [HSI-3 T6SS secreted effectors (VF1350) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],gb|NP_253776.1,pldB/tle5b,VF1350
VFG039753(gb|WP_011190903) (rvhB1) type IV secretion system protein [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190903,rvhB1,VF0488
VFG039793(gb|WP_014419409) (rvhB2) type IV secretion system protein [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_014419409,rvhB2,VF0488
VFG039832(gb|WP_011190509) (rvhB3) type IV secretion system protein VirB3 [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190509,rvhB3,VF0488
VFG039872(gb|WP_011190508) (rvhB4a) type IV secretion system ATPase VirB4 [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190508,rvhB4a,VF0488
VFG039912(gb|WP_011191202) (rvhB4b) type IV secretion system protein VirB4 precursor [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011191202,rvhB4b,VF0488
VFG039952(gb|WP_011190507) (rvhB6a) VirB6-like protein of the type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190507,rvhB6a,VF0488
VFG039991(gb|WP_011190506) (rvhB6b) VirB6-like protein of the type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190506,rvhB6b,VF0488
VFG040031(gb|WP_011190505) (rvhB6c) VirB6-like protein of the type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190505,rvhB6c,VF0488
VFG040070(gb|WP_011190504) (rvhB6d) VirB6-like protein of the type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190504,rvhB6d,VF0488
VFG040108(gb|WP_011190503) (rvhB6e) VirB6-like protein of the type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190503,rvhB6e,VF0488
VFG040182(gb|WP_011190743) (rvhB8a) VirB8-like protein of type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190743,rvhB8a,VF0488
VFG040222(gb|WP_011190745) (rvhB8b) VirB8-like protein of the Type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190745,rvhB8b,VF0488
VFG040262(gb|WP_011190742) (rvhB9a) type IV secretion system protein VirB9-like conjugal transfer protein precursor [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190742,rvhB9a,VF0488
VFG040302(gb|WP_011190746) (rvhB9b) VirB9-like protein precursor of the type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190746,rvhB9b,VF0488
VFG040342(gb|WP_011190747) (rvhB10) VirB10-like protein of the type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190747,rvhB10,VF0488
VFG040382(gb|WP_011190748) (rvhB11) type IV secretion system ATPase VirB11 [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190748,rvhB11,VF0488
VFG040422(gb|WP_011190749) (rvhD4) type IV secretion system component VirD4 [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190749,rvhD4,VF0488
VFG040442(gb|WP_011190825) (ralF) T4SS guanine nucleotide exchange effector RalF [Rvh T4SS secreted effectors (VF0697) - Effector delivery system (VFC0086)] [Rickettsia typhi str. Wilmington],gb|WP_011190825,ralF,VF0697
"VFG040466(gb|WP_012151379) (ompA) surface cell antigen 0 (Sca0), autotransporter  [ROmpA/Sca0 (VF0492) - Adherence (VFC0001)] [Rickettsia rickettsii str. Sheila Smith]",gb|WP_012151379,ompA,Sca0
VFG040507(gb|WP_011191135) (ompB) outer membrane protein OmpB [ROmpB/Sca5 (VF0493) - Invasion (VFC0083)] [Rickettsia typhi str. Wilmington],gb|WP_011191135,ompB,VF0493
VFG040545(gb|WP_011190491) (sca1) cell surface antigen Sca1 [Sca1 (VF0498) - Adherence (VFC0001)] [Rickettsia typhi str. Wilmington],gb|WP_011190491,sca1,VF0498
VFG040585(gb|WP_011191244) (adr1) outer-membrane protein Adr1 [Adr1 (VF0496) - Immune modulation (VFC0258)] [Rickettsia typhi str. Wilmington],gb|WP_011191244,adr1,VF0496
VFG040625(gb|WP_011191245) (adr2) outer-membrane protein Adr2 [Adr2 (VF0497) - Immune modulation (VFC0258)] [Rickettsia typhi str. Wilmington],gb|WP_011191245,adr2,VF0497
VFG040665(gb|WP_011190939) (sca4) cell surface antigen Sca4 [Sca4 (VF0502) - Others (VFC0346)] [Rickettsia typhi str. Wilmington],gb|WP_011190939,sca4,VF0502
VFG040705(gb|WP_011191158) (tlyC) hemolysin C [TlyC (VF0489) - Exoenzyme (VFC0251)] [Rickettsia typhi str. Wilmington],gb|WP_011191158,tlyC,VF0489
VFG040745(gb|WP_011191036) (pat1) patatin-like phospholipase [Phospholipase A2 (VF0494) - Exotoxin (VFC0235)] [Rickettsia typhi str. Wilmington],gb|WP_011191036,pat1,VF0494
VFG040767(gb|WP_122036769) (pat2) esterase of alpha/beta hydrolase family [Phospholipase A2 (VF0494) - Exotoxin (VFC0235)] [Rickettsia typhi str. Wilmington],gb|WP_122036769,pat2,VF0494
VFG040807(gb|WP_011191236) (pld) phospholipase D [Pld (VF0491) - Exotoxin (VFC0235)] [Rickettsia typhi str. Wilmington],gb|WP_011191236,pld,VF0491
"VFG040815(gb|WP_041471735) (rickA) WASP, N-WASP, MENA proteins [RickA (VF0490) - Motility (VFC0204)] [Rickettsia conorii str. Malish 7]",gb|WP_041471735,rickA,VF0490
VFG040863(gb|WP_011190526) (sca2) cell surface antigen Sca2 [Sca2 (VF0495) - Motility (VFC0204)] [Rickettsia typhi str. Wilmington],gb|WP_011190526,sca2,VF0495
VFG000423(gb|WP_000052242) (vexE) Vi polysaccharide export protein VexE [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],gb|WP_000052242,vexE,VF0101
VFG000424(gb|WP_000431675) (vexD) Vi polysaccharide export inner-membrane protein VexD [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],gb|WP_000431675,vexD,VF0101
VFG000425(gb|WP_000467404) (vexC) Vi polysaccharide export ATP-binding protein VexC [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],gb|WP_000467404,vexC,VF0101
VFG000426(gb|WP_001023498) (vexB) Vi polysaccharide export inner-membrane protein (ABC-2 type transporter) VexB [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],gb|WP_001023498,vexB,ABC-2 type transporter
VFG000427(gb|WP_000720235) (vexA) Vi polysaccharide export protein VexA [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],gb|WP_000720235,vexA,VF0101
"VFG000428(gb|WP_000632616) (tviE) Vi polysaccharide biosynthesis protein TviE, Glycosyl transferases group 1 [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18]",gb|WP_000632616,tviE,VF0101
VFG000429(gb|WP_010989299) (tviD) Vi polysaccharide biosynthesis protein TviD [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],gb|WP_010989299,tviD,VF0101
"VFG000430(gb|WP_000127915) (tviC) Vi polysaccharide biosynthesis protein, epimerase TviC [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18]",gb|WP_000127915,tviC,VF0101
"VFG000431(gb|WP_000466893) (tviB) Vi polysaccharide biosynthesis protein, UDP-glucose/GDP-mannose dehydrogenase TviB [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18]",gb|WP_000466893,tviB,VF0101
VFG000432(gb|WP_001210944) (tviA) Vi polysaccharide biosynthesis regulator TviA [Vi antigen (VF0101) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],gb|WP_001210944,tviA,VF0101
VFG000433(gb|NP_490508) (pefD) plasmid-encoded fimbriae chaperone protein PefD [Pef (VF0104) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_490508,pefD,VF0104
VFG000434(gb|NP_490509) (pefC) plasmid-encoded fimbriae usher protein PefC [Pef (VF0104) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_490509,pefC,VF0104
VFG000435(gb|NP_490510) (pefA) plasmid-encoded fimbriae major subunit PefA [Pef (VF0104) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_490510,pefA,VF0104
VFG000436(gb|NP_490511) (pefB) plasmid-encoded fimbriae regulatory protein PefB [Pef (VF0104) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_490511,pefB,VF0104
VFG000437(gb|NP_490527) (spvD) Salmonella plasmid virulence: hydrophilic protein [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_490527,spvD,VF0947
"VFG000438(gb|NP_490528) (spvC) type III secretion system effector SpvC, phosphothreonine lyase [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",gb|NP_490528,spvC,VF0947
"VFG000439(gb|NP_490529) (spvB) type III secretion system effector SpvB, ADP-ribosylation activity [SpvB (VF0107) - Exotoxin (VFC0235)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",gb|NP_490529,spvB,VF0107
VFG000442(gb|NP_490501) (rck) resistance to complement killing [Rck (VF0108) - Immune modulation (VFC0258)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_490501,rck,VF0108
VFG000443(gb|NP_459538) (fimA) type-1 fimbrial protein subunit A [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459538,fimA,VF0102
VFG000444(gb|NP_459539) (fimI) fimbrial protein internal segment [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459539,fimI,VF0102
VFG000445(gb|NP_459540) (fimC) chaperone protein FimC [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459540,fimC,VF0102
VFG000446(gb|NP_459541) (fimD) usher protein FimD [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459541,fimD,VF0102
"VFG000447(gb|NP_459542) (fimH) type I fimbriae minor fimbrial subunit FimH, adhesin [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",gb|NP_459542,fimH,VF0102
VFG000448(gb|NP_459543) (fimF) type I fimbriae adaptor protein FimF [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459543,fimF,VF0102
VFG000449(gb|NP_459544) (fimZ) DNA-binding response regulator [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459544,fimZ,VF0102
VFG000450(gb|NP_459545) (fimY) fimbriae Y protein [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459545,fimY,VF0102
VFG000451(gb|NP_459547) (fimW) helix-turn-helix transcriptional regulator [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],gb|NP_459547,fimW,VF0102
